viewer_uid,age,sex,age_class
38325,25,female,2
51125,35,male,1
2687,14,female,0
51069,43,male,3
59155,50,female,3
27245,50,female,3
34439,28,male,2
23657,46,male,2
46607,22,male,1
19610,46,male,3
1734,36,female,2
39223,59,male,3
2416,27,female,2
22920,39,female,3
13586,58,female,0
19500,15,female,2
15185,15,female,3
5239,57,male,0
17960,34,female,2
32227,58,male,3
46893,32,male,1
14832,10,male,0
16550,58,female,1
57470,51,female,3
44363,45,female,3
10642,35,female,1
39751,25,male,3
56138,48,male,2
52911,35,female,2
34708,11,female,3
29774,50,male,1
30024,16,male,3
21488,56,male,3
16693,40,female,3
10276,49,male,2
51263,48,female,0
21420,43,female,2
33861,57,female,3
25636,49,female,3
32481,48,female,3
24614,46,female,0
39306,19,male,1
13098,23,male,2
31128,23,male,2
23853,29,male,0
17535,21,female,0
12394,23,male,1
2913,13,male,2
48910,33,female,0
43870,18,male,1
26217,21,female,1
16049,21,male,0
24409,51,male,3
37532,51,male,3
24564,50,female,3
1558,24,male,0
11158,49,male,1
15243,52,male,2
39198,40,male,2
28660,57,male,3
17687,11,male,2
8610,58,male,1
26476,34,male,2
8310,54,male,0
37919,23,female,2
26489,23,male,0
30687,35,male,0
1814,48,male,3
15279,59,female,3
10541,34,male,1
48341,60,male,0
51740,32,female,3
22252,58,female,1
43863,44,male,3
50976,22,female,0
52074,33,male,3
39822,30,female,0
8315,34,female,3
16582,15,male,2
33190,22,male,3
58293,27,male,2
36187,50,male,2
39236,22,female,2
13401,18,male,3
25522,25,female,2
57778,57,male,2
51661,25,female,3
12707,21,male,3
43865,30,male,1
10582,23,male,0
9490,29,male,3
4520,46,female,3
23047,54,male,0
41508,50,female,0
45085,33,female,2
17384,14,male,2
47166,13,female,1
9645,11,female,2
23492,22,male,2
48100,25,female,1
38221,50,male,3
38994,47,male,0
24844,22,male,3
29291,57,male,0
7360,40,female,0
10037,27,male,3
34361,45,female,0
40996,34,female,3
54205,58,female,1
6546,40,male,3
35460,59,female,3
43251,19,female,2
58029,49,male,2
28410,43,male,3
9290,39,female,0
32242,55,male,3
22608,44,female,2
13194,44,female,1
32063,35,male,1
40476,12,male,0
12899,17,male,1
19201,24,male,3
49909,32,female,2
17544,48,female,2
25195,24,female,2
16104,18,female,1
48154,49,female,0
1326,17,male,2
46395,31,female,3
32619,57,male,2
34666,23,male,1
9649,41,male,3
47895,54,female,2
31851,20,female,0
23919,46,female,1
21267,49,male,2
40338,39,female,1
39257,28,female,3
30306,60,male,2
28492,17,male,3
36100,12,female,3
52586,26,male,3
31243,58,female,2
5395,17,female,3
23848,44,male,1
33598,30,female,3
51669,52,male,0
26107,32,male,0
21790,33,female,3
48617,27,female,3
13896,39,male,2
32997,44,female,1
13379,51,female,2
28868,17,male,3
44480,18,female,3
24122,34,female,0
12197,60,male,1
5662,60,male,1
22030,28,male,1
10991,13,female,3
29704,56,female,3
53448,17,male,0
21180,55,male,3
40630,18,male,3
38368,23,male,1
2466,13,female,2
34727,58,male,3
44356,18,male,2
5595,42,female,2
19703,22,female,2
45857,46,male,3
1488,49,male,0
15126,26,female,3
6207,42,female,2
28150,41,female,3
25112,55,male,0
56453,33,male,3
17730,19,male,1
761,47,male,3
10858,57,male,2
218,21,male,0
32507,52,female,3
2228,26,male,3
14740,49,female,2
28310,24,female,3
1801,34,female,3
20780,40,female,2
26649,24,male,1
47222,57,male,3
8357,31,male,0
39896,17,female,2
6660,27,male,0
52569,18,male,3
16127,59,female,3
18319,10,male,0
19629,42,female,1
13089,32,male,3
29702,56,male,2
30780,19,male,0
17910,56,male,0
10750,21,female,0
30414,20,female,3
41611,21,female,1
38632,27,male,2
2528,15,male,3
37677,32,female,3
10670,22,female,3
9247,48,female,0
25113,38,female,0
18120,31,male,1
30455,10,male,2
13868,32,female,3
36299,33,female,3
3839,53,male,1
5456,44,female,1
35278,49,female,3
9572,13,male,0
6789,14,male,3
2554,40,female,3
12869,56,male,0
22479,16,female,0
33268,45,male,3
290,52,female,0
2529,51,female,1
54784,48,male,0
58980,30,male,3
19345,52,male,3
29648,27,male,2
57067,14,female,1
13123,36,male,1
56176,46,male,1
54499,33,female,0
50146,54,male,1
48527,52,male,0
55488,16,female,1
36248,11,male,2
8720,16,female,0
31802,55,male,3
58147,19,female,1
55276,57,male,2
28178,52,male,2
28834,35,male,3
53339,21,male,3
24372,36,female,2
1637,56,female,0
28149,41,male,1
15197,12,male,3
35042,43,male,1
29979,25,male,3
56496,47,female,1
55820,21,male,0
50253,58,female,1
1862,54,female,1
32763,55,female,0
36860,36,male,1
26282,52,male,3
24337,60,female,3
25502,20,male,0
52436,13,male,3
22620,60,male,3
18571,50,male,0
36394,40,female,2
51854,47,male,1
17625,51,male,3
23783,58,male,3
38493,30,male,3
39909,24,male,2
55643,56,male,3
29607,59,male,3
14107,60,male,2
41969,40,male,3
14751,35,female,1
8945,36,male,0
6685,26,male,1
35894,37,male,2
13273,59,male,3
3485,40,female,0
1429,50,female,1
19781,49,male,3
22936,37,male,2
19594,12,female,3
20061,55,female,3
9355,24,female,2
12744,17,male,0
38494,11,male,3
57001,59,female,0
5517,48,female,3
46489,12,male,3
47204,16,male,1
37798,42,female,3
12934,30,male,0
5633,32,male,0
24630,23,female,1
29565,28,male,1
49445,11,male,2
191,46,female,1
39076,23,male,1
40036,41,male,2
59936,28,male,3
6916,30,female,0
21745,55,female,0
17307,56,female,3
11774,15,male,3
17271,56,male,2
17001,40,female,0
9796,42,male,2
14097,36,female,1
16094,35,male,3
28029,59,female,0
39791,38,female,2
32801,13,male,3
32469,46,male,1
22484,24,male,1
26922,10,female,3
10998,21,female,1
31148,54,female,0
35294,50,male,2
53892,12,female,2
22900,11,female,3
2451,57,female,3
19251,28,female,2
34412,58,male,0
25922,30,male,1
31592,28,male,1
35504,47,male,1
44984,33,female,1
18135,38,female,0
807,47,male,2
5242,23,male,3
57194,59,female,3
8535,56,male,3
35110,54,female,2
8213,50,female,2
45482,27,male,3
20309,24,male,2
18836,22,male,0
26643,10,male,3
9344,16,female,3
8799,32,female,3
44955,35,male,0
55699,34,male,3
37409,45,female,3
14084,44,male,2
29024,59,male,2
5247,36,male,2
43686,38,male,2
43465,15,male,0
30797,58,female,3
58618,24,female,0
43525,55,male,3
21780,52,male,2
29778,45,male,1
4590,52,male,1
30813,42,female,0
19229,43,female,3
29528,55,male,0
55258,56,female,2
3041,44,male,3
58436,28,male,1
30519,31,female,1
38869,29,male,3
19449,47,male,1
14811,11,male,0
52919,40,male,3
14303,40,female,3
31999,23,female,1
47285,47,female,3
52433,24,female,1
42349,15,female,3
46263,59,male,3
12509,45,female,2
47648,36,male,3
22815,58,female,2
32998,24,male,3
53369,43,male,3
15830,26,female,1
19261,58,male,3
7168,49,female,0
3211,11,female,3
16774,58,male,2
45792,29,female,3
59710,20,female,0
20952,56,male,3
2347,35,female,2
45501,29,male,3
6550,31,male,2
5206,24,female,3
27607,50,male,3
35624,50,female,3
25512,24,female,3
40381,43,female,2
25686,36,male,2
33664,30,male,1
43293,24,male,1
46745,46,female,3
51851,19,male,0
8320,22,female,2
977,10,female,3
54199,40,male,1
14427,31,male,3
9647,14,female,1
23842,40,male,1
35256,59,female,0
46554,54,female,0
8296,42,male,3
38858,49,female,0
36742,56,male,0
57341,55,female,2
59547,41,female,1
18093,21,female,3
1872,16,male,2
10292,15,male,3
6115,28,male,3
39672,36,female,3
54855,49,male,3
27170,27,male,3
55783,24,female,1
36908,38,male,3
18264,15,female,1
42036,50,female,2
39647,12,male,2
34312,60,male,3
8264,34,female,3
13878,38,male,0
25468,10,male,1
59436,15,male,1
39632,54,male,1
22381,28,female,1
11612,14,female,0
8091,48,male,3
33842,19,female,3
51013,14,female,3
32082,59,female,2
20239,32,female,3
49892,18,male,2
37942,41,female,2
30978,40,male,3
45029,30,male,0
21449,19,female,1
55019,40,female,3
34423,22,male,0
52389,24,female,3
4324,40,male,2
59134,22,male,0
36775,56,male,0
40597,36,female,0
51272,48,male,2
10345,16,male,3
56871,42,female,2
29141,59,female,1
54759,41,male,2
30285,33,female,3
33523,50,male,3
20425,52,female,1
23867,16,female,3
5515,54,male,3
6077,26,female,1
39090,51,female,3
6773,43,male,1
56109,17,female,3
46028,28,female,2
47344,34,male,2
51201,53,male,0
40341,29,female,3
56005,39,female,1
10800,46,female,2
25039,27,female,1
51036,12,female,2
72,38,male,1
4385,28,female,1
33450,57,female,3
49486,39,male,3
6193,56,male,3
53047,40,female,3
21565,17,male,2
53758,14,male,3
18585,25,male,1
36896,60,female,2
7031,13,male,1
2055,14,male,1
28966,39,female,3
5299,23,male,3
40822,46,female,3
54364,43,female,3
31973,50,female,0
44828,19,male,1
18090,56,female,3
10015,10,female,3
24349,43,male,2
58312,45,male,3
59432,18,male,3
37090,31,male,0
9455,20,male,2
10948,37,female,1
28477,55,male,2
31841,45,male,2
37175,38,female,0
2889,53,female,3
10073,33,female,3
7233,39,female,3
47947,37,female,3
53358,37,male,0
9089,59,female,3
28978,38,female,2
38051,30,male,3
35064,42,female,0
16915,10,female,1
55641,52,male,1
25711,15,female,3
41118,58,male,0
50796,56,female,0
5493,21,male,3
48000,14,male,0
49927,18,male,0
41358,50,male,3
18597,23,female,2
31975,20,male,1
13853,33,male,0
948,33,female,3
52494,27,male,3
31168,36,male,3
54000,40,male,3
50352,24,male,2
27436,23,male,3
30736,32,male,3
23062,38,male,3
30986,42,male,2
25174,58,male,0
52769,11,female,2
14549,55,female,2
34469,48,female,3
51421,54,male,2
51808,17,female,3
24944,40,female,2
59581,55,female,1
56302,27,female,0
2619,39,male,0
38883,13,male,3
34906,47,female,3
32770,53,male,2
9777,50,female,1
43812,60,female,0
3442,11,female,1
12102,59,female,0
41615,46,male,0
39001,26,male,3
19519,47,female,3
11868,46,female,2
2968,48,male,0
23240,39,male,1
3949,15,male,2
16152,20,male,0
35861,28,male,3
43509,13,female,0
10999,11,female,3
49396,33,male,2
12339,33,female,3
8433,54,female,1
35707,52,male,3
5168,60,female,3
35129,26,female,1
52662,31,male,3
27783,50,female,1
37636,50,male,3
35556,17,male,3
24017,49,male,2
5754,53,female,0
13538,20,female,3
58083,52,male,2
50749,53,female,3
51718,53,female,1
3262,35,female,3
36670,43,female,3
12446,20,female,3
46089,42,male,3
13573,32,male,3
38521,41,female,2
20086,16,female,3
48262,47,female,3
5964,56,male,1
38878,12,female,2
23517,23,female,0
50513,58,female,2
12459,18,female,3
22201,51,male,2
6818,14,female,3
32080,45,male,3
8950,50,male,1
18276,34,female,3
53625,18,female,0
35696,34,male,2
46108,30,male,1
39795,14,female,0
58509,55,female,1
36539,25,female,0
53944,10,male,0
15414,17,female,1
36944,54,female,3
567,18,female,0
30393,49,female,3
24832,51,male,1
53829,27,female,3
5823,24,female,3
26710,54,male,3
29,52,male,3
34405,33,male,0
3299,23,female,0
56409,44,female,1
34073,46,female,1
59504,56,male,0
11966,23,female,2
52390,43,male,0
27127,32,male,2
36689,60,male,1
15245,15,male,3
11381,26,female,2
29989,48,male,0
9046,35,male,3
15798,55,female,0
14013,53,male,3
49262,14,male,3
19431,57,female,2
30629,18,female,1
53293,59,female,3
14020,21,male,1
49236,16,male,1
20011,55,female,0
56160,48,male,2
10408,52,male,0
18948,60,female,2
4227,43,male,3
26089,46,male,1
31945,39,male,0
33306,50,female,3
56148,12,female,1
12246,60,female,2
28066,28,female,2
23318,40,female,1
14587,13,male,1
44604,55,male,2
21111,54,male,2
43353,21,female,2
31534,50,female,3
15481,36,female,0
13968,55,male,2
45656,10,female,3
37715,13,female,2
34973,48,male,3
3237,58,female,0
9732,20,female,3
4866,27,male,3
19877,50,male,1
33257,46,male,3
31029,28,male,2
40840,49,male,0
18438,48,female,0
12548,42,male,2
449,14,female,0
32343,52,male,3
15843,50,female,0
49855,35,female,3
24498,50,male,1
40586,18,male,0
53492,17,female,3
23,59,male,1
29458,15,male,3
50433,60,male,2
59251,15,female,1
26855,41,female,2
59110,58,male,3
10577,26,male,1
18749,58,male,1
15557,43,male,2
14984,31,female,2
22221,33,male,2
37713,50,male,3
39478,26,female,2
48524,36,female,3
9211,39,male,1
46925,48,female,1
11730,27,female,3
15626,22,female,1
24053,26,male,3
58473,29,male,3
384,37,male,3
26796,31,female,2
3841,56,male,1
25596,12,male,3
7507,54,female,0
43132,32,male,0
48195,31,female,1
23849,57,female,1
45981,55,female,2
58079,17,female,1
52994,46,female,2
15713,60,male,3
41814,51,male,3
36030,46,female,3
39878,58,male,1
4710,38,female,1
7816,23,female,3
12579,55,male,2
19946,43,female,0
12101,26,male,0
41994,36,female,3
10793,24,female,1
18834,60,male,3
29816,50,male,0
19975,12,male,3
25806,49,male,2
14283,29,female,1
41444,31,female,3
15475,27,female,1
46530,52,male,2
4944,52,male,2
55002,13,male,2
53869,41,female,1
27333,27,female,3
4326,54,male,2
13594,22,male,0
3249,24,male,2
7216,36,male,0
52469,53,female,2
40045,57,male,0
42136,36,male,0
47492,39,male,1
34993,57,female,1
44366,44,male,3
7906,26,male,1
53564,48,male,3
51788,18,female,3
51248,40,female,3
50013,10,male,0
34475,34,male,2
9181,56,male,1
53648,39,female,2
14609,40,male,2
5433,51,female,0
14762,34,female,2
37692,55,female,3
58950,50,male,1
37899,24,female,1
38381,13,male,1
3178,38,male,3
56472,20,female,0
17273,24,male,0
17800,18,female,3
49291,50,female,0
39187,51,male,0
25538,57,female,0
39149,47,female,3
19755,37,male,2
33249,18,male,3
4631,28,male,0
9949,19,male,3
46085,22,male,0
44872,13,male,3
11425,29,male,1
58822,38,male,1
41935,13,male,2
50258,35,female,1
59605,17,female,0
7867,57,female,1
56478,55,female,1
5743,36,male,3
1521,27,female,3
47060,35,male,2
54359,38,male,3
10351,35,male,3
54144,48,female,0
18884,43,female,3
35897,23,male,0
21474,27,male,1
57854,52,male,0
18872,32,male,3
17386,57,male,0
49038,48,female,3
53283,26,female,2
33638,38,female,1
32459,38,male,3
36451,42,male,3
28159,35,female,1
27580,36,male,2
51984,22,male,2
34930,30,female,0
20099,52,male,0
59182,33,female,1
33505,23,female,2
52388,40,male,3
31161,31,female,2
23816,37,female,1
10080,18,male,1
55672,15,male,3
22135,28,female,2
57236,59,male,0
50490,19,female,3
36418,16,male,3
3119,14,female,3
3033,48,male,3
54299,58,male,2
40744,19,female,0
32733,44,female,3
52540,42,male,3
15773,23,female,3
19186,28,male,3
10368,24,female,2
37125,17,female,1
44069,22,male,1
38410,39,male,1
35388,10,female,3
20216,52,male,3
40850,56,male,3
15293,57,female,1
55923,31,male,3
12378,23,female,1
9548,31,male,3
42723,47,male,3
18162,35,male,3
7493,14,male,3
9042,44,male,0
2649,48,female,0
57933,10,female,1
55829,42,male,3
58171,18,male,0
2294,18,male,3
27642,24,male,0
24752,46,female,0
21521,35,male,0
53981,37,male,3
29069,36,female,1
53608,52,female,1
32432,52,male,2
52004,17,female,2
11849,24,female,3
58609,54,male,3
51577,60,male,3
13910,18,female,3
3808,38,female,3
33841,12,male,3
44378,52,male,3
56951,59,male,3
18503,46,male,3
50036,39,male,1
12531,48,male,0
2421,29,male,3
30231,52,male,0
20459,40,female,3
55133,41,female,0
25467,33,female,3
11761,57,male,3
34496,50,female,2
15699,13,female,2
57798,33,male,3
37204,38,female,3
18406,28,male,0
27823,38,female,1
23426,51,female,1
19590,32,female,1
51936,13,male,0
7165,50,male,3
23717,47,female,0
15563,27,male,2
43111,12,female,0
14998,29,female,2
46006,47,male,2
37808,29,male,2
5683,41,female,0
3318,35,male,3
4788,32,female,3
55755,28,female,2
52327,21,female,0
53777,43,female,3
25250,50,female,1
28016,40,female,3
55556,41,female,1
37923,27,male,1
9052,17,male,0
35850,35,male,0
19066,35,female,0
55687,36,female,1
42111,35,male,3
57269,53,female,2
43074,56,male,0
19357,20,male,3
55495,51,female,0
27643,39,female,0
44974,37,female,1
39728,31,male,1
46803,11,male,3
45751,57,female,3
14329,45,female,3
27535,12,female,3
55979,21,male,3
30282,46,female,2
9499,57,female,3
51277,60,female,3
35648,23,male,1
38275,21,female,2
45118,11,female,1
43426,58,female,1
11856,40,female,3
18486,29,male,3
10439,60,male,0
24536,23,female,1
27121,42,male,0
25060,58,male,1
2490,34,male,0
4223,29,male,0
34616,48,female,0
59877,20,female,2
42667,57,male,3
42813,31,female,3
30562,34,male,2
22575,16,female,3
15574,48,male,3
51504,58,male,2
10252,29,female,1
36125,25,female,3
4023,14,male,3
1656,51,male,2
51691,56,male,3
16130,56,female,0
22804,46,male,1
9215,21,male,1
29971,13,female,3
12274,50,female,3
22398,59,female,0
50132,17,male,0
10827,28,male,2
6422,32,male,3
17041,45,male,1
58812,15,male,0
31573,46,male,2
17480,44,male,2
14965,23,female,0
18186,45,male,2
9149,60,female,1
5701,13,male,2
15254,11,female,2
36230,16,male,0
20019,17,female,0
51363,58,male,3
27153,50,female,3
26113,15,female,2
24554,57,female,1
28476,60,male,2
43652,33,female,1
18662,25,male,3
12025,57,female,0
16506,27,female,2
44646,32,female,1
47343,35,female,1
357,53,male,3
6795,59,male,3
16489,26,male,1
7601,58,male,2
13046,37,male,3
48294,39,female,2
19718,12,female,3
29513,45,female,0
12281,35,male,0
12510,29,female,3
55347,44,female,3
9137,24,male,1
14391,38,male,3
5340,46,male,2
57655,54,male,1
5332,47,male,0
2510,26,male,3
35095,35,male,2
57498,29,male,3
8207,12,female,3
18864,38,female,3
9187,46,female,0
42310,53,female,1
9328,57,female,2
14910,14,male,1
24357,55,male,3
3589,15,male,1
15092,34,female,0
59848,11,male,3
3422,20,female,0
14771,26,male,0
7399,54,male,0
36891,33,male,3
12804,13,male,3
32876,43,male,0
8687,39,female,3
40684,51,male,1
4388,45,male,2
33708,49,male,2
20401,45,male,2
23861,35,male,3
15878,20,male,2
25746,43,female,2
46361,39,female,3
35860,12,female,3
6344,54,female,3
29421,42,female,1
44240,22,female,0
59765,40,male,2
55080,16,female,2
8670,34,female,3
31628,17,female,0
37878,56,female,3
51344,25,female,0
21540,45,female,3
18223,34,female,1
52941,24,male,0
9585,48,male,0
21469,55,male,0
36002,46,male,3
36348,11,female,3
31883,43,male,3
46178,50,male,1
14541,53,female,3
16852,53,female,3
20480,57,male,2
29910,30,male,2
21311,43,female,3
15188,11,female,0
11168,20,female,3
29957,40,female,0
39109,10,male,3
44300,10,male,3
38398,26,male,3
43521,23,male,2
33114,25,female,2
39178,16,male,1
20272,35,male,2
47576,60,female,1
43981,28,female,3
2243,34,female,3
34985,59,female,3
13808,52,male,2
35255,48,female,2
24486,60,female,0
16269,34,female,2
3363,23,female,2
29792,48,female,3
49230,11,male,0
51589,17,male,3
8529,46,female,3
14134,53,female,0
19609,40,male,3
32543,14,female,3
3559,30,male,1
49747,39,female,1
712,27,male,3
24523,56,male,3
56981,43,female,3
4503,50,male,1
51107,10,female,0
57902,41,female,3
48835,53,female,1
2833,20,female,2
18015,24,female,0
45202,59,female,1
21532,50,female,2
38874,58,female,3
15056,14,female,1
21636,60,female,3
31271,29,male,2
25656,47,female,1
38143,45,female,1
29968,35,female,2
35805,29,female,2
58363,42,male,0
35046,55,male,1
38061,15,female,2
19774,58,male,0
20939,30,female,1
25824,30,female,2
41644,25,male,2
45910,32,female,0
2394,57,female,3
19122,17,female,1
48166,13,female,3
24915,15,female,3
26713,30,female,1
51758,53,male,1
796,14,male,1
55977,11,female,2
56864,32,female,1
21507,25,female,2
39830,10,male,3
46314,36,male,0
17177,43,male,1
18898,47,female,0
28927,34,male,0
8892,34,male,3
55310,51,female,3
21022,50,female,3
24211,56,female,1
15675,50,female,3
55632,49,female,3
51973,16,male,2
42424,29,female,3
10846,42,male,3
29707,16,male,3
59429,10,male,3
26808,34,male,3
50405,36,female,0
27579,45,male,2
42056,12,male,0
53378,17,female,1
38418,27,male,3
36113,41,female,1
51118,25,female,2
43476,40,male,0
45672,21,male,3
55627,11,female,0
217,53,female,2
31109,15,male,1
21788,47,male,1
11651,31,male,3
58686,24,male,3
41059,41,female,2
53602,49,female,2
37785,48,male,2
22187,14,male,3
11680,33,male,3
24584,51,male,3
29244,45,female,3
45553,32,male,3
30385,48,male,3
15694,47,female,1
46594,24,female,1
17158,43,male,3
30764,46,male,3
53607,29,female,0
43218,28,female,0
44096,19,male,1
38478,37,female,3
16659,21,female,0
2824,33,male,3
13734,54,female,2
2425,26,female,2
38291,31,female,1
6966,55,male,0
6027,25,female,3
27721,10,female,3
23555,35,male,0
7848,23,male,1
48098,51,female,1
4445,11,female,0
36894,21,female,3
34384,39,male,3
54570,23,female,2
46587,43,female,3
45225,29,male,3
57836,34,male,1
17934,50,female,2
40662,32,male,2
45341,21,male,1
49043,21,male,2
25591,32,female,2
24231,29,male,1
14556,21,male,3
43333,47,male,1
52906,33,female,3
55243,36,female,1
25456,50,female,2
55532,39,female,3
10431,32,male,1
45014,34,male,2
44893,60,female,3
57134,53,male,2
24137,26,male,2
33734,31,male,0
3518,47,female,3
48283,52,male,2
29092,49,male,1
35545,12,female,1
53082,56,female,3
42144,28,male,1
19553,35,female,3
7716,60,male,3
47657,54,male,2
37212,31,male,1
7804,12,female,0
52551,39,female,2
6542,18,male,0
16536,46,male,1
17871,40,male,3
56168,40,female,3
31268,23,female,3
5420,28,male,2
47176,43,female,0
8023,47,female,3
40948,44,male,3
39686,20,male,1
38327,11,female,3
55634,21,female,0
16179,30,male,2
4443,37,female,0
7548,14,male,1
41520,21,male,1
57867,42,female,3
6682,60,female,0
9850,41,female,1
27858,57,male,2
36156,31,male,3
56064,54,male,0
3188,40,female,3
15648,11,male,3
55907,15,male,1
24422,13,male,2
38053,20,male,0
59937,35,male,3
15203,57,female,3
52637,42,female,0
37706,50,female,3
57863,29,male,2
33366,23,female,0
758,57,female,3
3269,36,female,3
55744,57,female,3
2769,47,female,2
2395,45,male,3
30511,17,female,3
44998,32,male,1
56103,51,female,0
33851,26,female,0
11686,21,female,3
36654,45,male,1
23670,43,female,0
36404,58,female,0
10893,10,male,1
30421,24,male,3
3355,49,male,0
50746,53,female,0
31099,29,female,0
28227,38,male,0
49204,15,female,3
6656,48,female,1
30104,48,female,2
22959,49,female,3
53724,52,female,2
21712,45,female,3
27114,59,female,3
8054,13,male,1
54007,31,female,3
34161,58,male,3
29826,55,male,0
2659,25,female,3
8459,40,female,1
12763,16,female,1
21663,18,male,0
32264,47,female,3
10309,37,female,2
37347,40,male,3
678,27,male,0
1069,27,female,3
3298,54,male,3
19486,60,male,1
32257,51,female,3
59105,55,male,0
54896,48,male,1
12564,44,male,2
945,46,female,3
32262,26,female,0
35999,26,female,3
14376,34,male,3
59194,20,male,0
6610,46,female,0
12116,52,male,3
40234,46,male,0
21132,25,female,3
35944,36,female,0
10616,42,male,1
44537,17,female,1
20639,49,female,0
40742,40,male,1
26962,12,female,0
8145,42,female,2
50228,44,male,0
6821,22,male,1
59840,54,male,0
18033,17,female,3
43296,51,female,3
31661,16,male,0
15492,37,female,3
5805,38,male,0
23721,20,male,1
52963,49,male,0
27240,37,male,1
54328,38,male,3
36091,47,male,3
48940,51,female,3
2906,11,female,3
28163,22,male,2
33382,14,male,0
42427,46,male,2
55981,14,male,1
48846,13,male,0
59367,60,female,3
10113,55,female,3
13369,19,female,1
3468,57,male,3
34193,20,female,3
37242,19,male,3
811,43,female,3
46484,20,male,1
44864,34,female,1
7861,25,male,3
42963,51,female,3
12569,21,male,1
50740,59,female,3
18220,48,female,2
13033,17,male,3
4406,20,female,3
13748,40,male,0
43930,10,male,3
35223,24,female,1
42393,36,male,2
19735,48,male,0
33723,21,female,3
51086,17,male,1
27009,49,male,2
54080,52,female,1
6960,43,female,3
45074,45,male,1
58931,13,male,0
30528,12,female,2
5290,32,female,1
20873,33,female,1
33986,43,male,1
15856,29,female,1
50890,24,female,3
18630,45,male,3
31908,41,male,2
27171,18,female,0
28536,35,female,0
39379,31,female,0
53014,42,female,0
55113,19,female,0
42977,18,female,0
14189,23,female,1
19680,11,female,0
12244,22,male,3
59700,54,female,0
49354,29,male,2
24623,25,female,3
50112,37,male,2
48546,29,female,3
43283,24,male,1
33806,29,male,3
5409,19,female,0
49895,35,female,2
8952,16,male,3
51892,26,male,2
3939,24,female,3
25855,40,female,2
21641,18,male,0
33444,47,female,1
26387,58,female,2
7772,37,male,0
18466,36,male,3
39378,17,female,2
27861,11,male,0
43205,60,female,2
56574,13,male,3
20286,29,female,1
33995,19,male,2
29410,42,female,1
21365,12,female,3
46189,18,female,3
3357,32,male,1
6311,21,female,1
28747,51,female,0
15425,36,female,1
15183,40,female,1
37055,43,female,2
30942,14,female,0
49480,49,male,1
6041,39,female,0
14006,25,male,3
46098,40,female,2
19398,18,male,3
1817,18,female,1
20126,50,male,2
38049,22,female,2
30178,37,female,1
7570,26,female,2
44818,33,female,2
26991,20,female,1
56488,33,female,0
21204,10,female,2
5200,17,male,2
33225,45,female,0
57558,46,male,3
55702,50,male,3
19997,12,female,2
55725,50,male,0
59734,12,female,3
45691,56,female,1
30923,43,female,3
19315,53,male,2
19657,54,male,0
41472,31,female,1
18741,49,female,3
11687,39,male,2
57107,29,female,0
56243,38,male,2
37892,34,male,3
41576,20,male,3
52985,56,female,3
38141,11,male,3
4342,52,female,1
46059,19,female,0
29514,43,male,3
25896,21,male,3
45567,56,male,0
4288,23,female,1
35425,12,female,2
41010,15,male,1
3088,28,female,3
41903,10,female,1
49223,42,male,2
37131,19,female,0
11270,37,female,0
12951,22,male,2
52031,13,male,3
15752,45,male,3
49284,15,male,0
58873,29,female,3
5620,27,female,1
11795,15,male,3
52224,24,female,1
47546,32,female,3
28371,59,male,0
45817,26,male,3
56242,29,female,0
27794,36,female,2
1658,27,female,0
17213,36,female,1
52401,22,male,0
28669,40,female,3
13946,16,male,3
5214,51,female,3
50661,24,female,0
14217,54,female,2
11004,35,male,2
51958,13,male,0
41038,49,female,0
19457,55,female,2
44836,28,female,0
23169,21,female,3
31876,11,male,1
39595,26,female,3
40729,35,male,0
33644,39,female,3
54319,32,female,1
56674,40,male,3
42268,28,female,0
9819,30,male,3
41114,18,male,2
24492,53,male,2
43410,50,female,0
59382,46,male,1
28991,53,male,3
13001,50,male,1
124,25,male,3
41341,60,female,0
24044,13,female,3
35723,53,female,2
43347,30,female,2
44013,18,male,0
48147,41,male,0
5021,17,male,2
21563,49,male,1
34211,11,female,0
19587,50,male,3
26224,39,female,3
32218,19,female,2
45821,57,male,2
8171,11,male,1
25480,53,female,1
45937,58,female,3
26247,45,male,2
32540,37,female,2
39601,22,female,3
47212,15,female,3
44277,29,male,1
31954,28,female,2
30851,34,male,3
27295,32,female,1
3146,11,female,0
16131,22,female,3
42352,21,male,0
38047,13,female,3
1606,30,female,0
41676,41,female,0
7492,11,male,3
52317,51,male,1
55881,10,male,3
34431,26,female,1
58520,25,female,0
19710,30,female,3
514,11,male,3
29093,60,female,3
39868,12,female,3
41743,50,female,2
19285,33,male,0
42408,19,female,1
17150,53,male,1
2887,45,female,3
41313,55,female,3
29493,13,male,3
25460,55,female,3
12227,35,female,3
649,60,female,0
12751,54,male,2
36698,52,female,0
57571,11,female,1
38264,49,male,0
19397,30,female,0
50060,56,male,0
34143,29,female,2
34890,44,female,2
59154,26,female,3
33893,37,male,2
41526,32,female,3
49677,55,male,0
7847,31,male,2
7841,33,male,2
23402,12,male,0
30210,52,male,0
54529,12,male,1
21596,60,female,3
31303,43,male,0
40613,24,female,1
51798,21,female,2
7160,38,female,0
14558,45,male,3
29622,23,female,3
16068,58,male,0
48146,22,female,2
7973,19,male,0
35400,14,male,2
39568,60,female,0
42794,34,male,1
40224,15,female,3
18833,26,female,3
56093,50,female,0
28649,54,male,1
53584,34,male,3
55121,12,male,0
5680,49,female,2
14611,11,male,1
55885,18,male,1
39641,36,male,3
57958,16,female,3
31856,43,male,0
15960,23,female,3
